applicant_id,age,gender,age_group,residence_prefecture,residence_municipality,desired_area_count,qualification_count,has_national_license,qualifications,desired_workstyle,desired_start,desired_job,career,employment_status,status,member_id
1728,39,男性,30代,京都府,京都市右京区,2,2,False,"介護福祉士,自動車運転免許",パート・バイト,,"介護職/ヘルパー (10年以上),管理職（介護） (10年未満),サービス提供責任者 (10年未満)",,就業中,,1616992
1729,47,女性,40代,京都府,京都市山科区,1,1,False,介護福祉士,パート・バイト,,介護職/ヘルパー (4年未満),国際文化学科国際文化(短期大学)(1998年3月卒業),離職中,,880841
1730,40,女性,40代,京都府,宇治市,3,1,False,自動車運転免許,正職員,1ヶ月以内（2022/07/20時点）,"看護助手 (未経験),医療事務/受付,介護職/ヘルパー (未経験)",普通科普通科(その他)(2002年8月中退),離職中,,1216065
1731,37,女性,30代,京都府,京都市北区,5,2,False,"介護福祉士,介護職員初任者研修（旧ヘルパー2級）","パート・バイト, 正職員",,介護職/ヘルパー (6年未満),,離職中,,1809914
1732,33,女性,30代,京都府,八幡市,4,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,1ヶ月以内（2023/10/04時点）,"介護職/ヘルパー (4年未満),歯科助手,調理師/調理スタッフ (未経験)",,就業中,,1590781
1733,55,女性,50代,京都府,宇治市,11,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","正職員, 契約職員, パート・バイト, 業務委託",1ヶ月以内（2022/07/20時点）,"医療事務/受付,介護職/ヘルパー (2年未満),看護助手,調剤事務 (未経験),介護タクシー/ドライバー,生活支援員,歯科助手 (未経験)",家政高等科(高等学校)(1988年3月卒業),離職中,,1336923
1734,73,女性,70歳以上,京都府,京都市北区,1,1,False,介護福祉士,契約職員,,"介護職/ヘルパー (10年以上),生活相談員 (3年未満),ケアマネジャー (4年未満)",,就業中,,2537913
1735,53,女性,50代,京都府,京都市北区,4,0,False,,正職員,,"介護職/ヘルパー,調理師/調理スタッフ,看護助手",,就業中,,1187336
1736,26,男性,20代,京都府,京都市西京区,3,2,False,"介護支援専門員（ケアマネジャー）,介護職員初任者研修（旧ヘルパー2級）","正職員, 契約職員",,"介護職/ヘルパー (4年未満),ケアマネジャー (5年未満)",,離職中,,2658087
1737,29,男性,20代,京都府,京都市南区,1,0,False,,パート・バイト,,介護職/ヘルパー (1年未満),,就業中,,2494490
1738,18,女性,20代,京都府,京都市西京区,1,0,False,,パート・バイト,,"保育士 (未経験),幼稚園教諭 (未経験),保育補助 (未経験),介護職/ヘルパー (未経験)",,在学中,,2840213
1739,54,男性,50代,京都府,宮津市,1,0,False,,"正職員, パート・バイト",,"看護師/准看護師,営業,一般事務/管理部門,清掃/環境整備,介護職/ヘルパー,生活相談員,調理師/調理スタッフ,介護事務",,就業中,,2615954
1740,60,女性,60代,京都府,長岡京市,1,0,False,,パート・バイト,,介護職/ヘルパー,,離職中,,2700171
1741,28,女性,20代,京都府,宇治市,2,0,False,,"正職員, パート・バイト",機会があれば転職を検討したい（2023/07/20時点）,"看護助手 (3年未満),介護職/ヘルパー (4年未満)",臨床工学技士科(専門学校)(2017年7月中退),就業中,,753181
1742,68,女性,60代,京都府,宇治市,2,3,False,"介護福祉士,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","正職員, パート・バイト",,介護職/ヘルパー (10年以上),(高等学校),離職中,,1071311
1743,26,女性,20代,京都府,京都市伏見区,1,0,False,,正職員,,介護職/ヘルパー (5年未満),,就業中,,2846542
1744,57,女性,50代,京都府,乙訓郡大山崎町,4,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,今すぐに（2025/08/20時点）,"医療事務/受付,調剤事務 (未経験),介護職/ヘルパー (10年以上)",,離職中,,2834122
1745,48,女性,40代,京都府,京都市伏見区,3,1,False,介護職員初任者研修（旧ヘルパー2級）,"正職員, パート・バイト",機会があれば転職を検討したい（2025/08/19時点）,介護職/ヘルパー (未経験),,就業中,,2832651
1746,22,女性,20代,京都府,京田辺市,6,1,False,介護職員初任者研修（旧ヘルパー2級）,"正職員, パート・バイト",3ヶ月以上先（2024/09/19時点）,"生活支援員 (4年未満),介護職/ヘルパー",,就業中,,2320786
1747,64,男性,60代,兵庫県,洲本市,25,3,False,"臨床検査技師,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","契約職員, 業務委託, 正職員, パート・バイト",機会があれば転職を検討したい（2024/09/28時点）,"臨床検査技師,看護助手,介護職/ヘルパー,生活支援員,管理職（介護）",,就業中,,2333099
1748,40,女性,40代,京都府,京都市西京区,2,0,False,,正職員,,介護職/ヘルパー,,離職中,,2295039
1749,33,男性,30代,京都府,京田辺市,2,0,False,,"パート・バイト, 正職員, 業務委託",,"生活相談員 (未経験),生活支援員 (未経験),児童指導員/指導員 (未経験),介護職/ヘルパー",,離職中,,2844653
1750,58,女性,50代,千葉県,松戸市,2,1,False,介護職員初任者研修（旧ヘルパー2級）,"契約職員, 正職員, パート・バイト",,介護職/ヘルパー,,就業中,,2794544
1751,41,女性,40代,京都府,宇治市,2,1,False,介護福祉士,"正職員, パート・バイト",,介護職/ヘルパー,,就業中,,2176220
1752,28,男性,20代,京都府,京都市下京区,2,0,False,,正職員,今すぐに（2023/09/22時点）,介護職/ヘルパー,,離職中,,1829446
1753,43,男性,40代,大阪府,大阪市港区,38,5,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許,中学校教諭,高等学校教諭","正職員, 契約職員, パート・バイト",今すぐに（2022/08/03時点）,"児童発達支援管理責任者 (未経験),生活支援員 (未経験),生活相談員 (未経験),介護職/ヘルパー (3年未満),児童指導員/指導員 (3年未満),サービス管理責任者,保育士",国際学部・国際文化学科(大学)(2005年3月卒業),就業中,,113483
1754,26,女性,20代,京都府,京都市伏見区,3,4,False,"医療事務資格（民間） 取得予定（1年以内）,自動車運転免許,美容師,介護事務資格（民間） 取得予定（1年以内）",正職員,今すぐに（2025/02/19時点）,"介護事務 (未経験),医療事務/受付,介護職/ヘルパー (2年未満)",美容科(専門学校)(2019年3月卒業),就業中,,2540125
1755,35,男性,30代,京都府,京都市下京区,3,2,False,"介護福祉士,自動車運転免許","パート・バイト, 正職員",,介護職/ヘルパー (9年未満),,就業中,,2730645
1756,63,男性,60代,京都府,宇治市,2,1,False,介護福祉士,"正職員, パート・バイト",,"介護職/ヘルパー,生活支援員",,就業中,,2132111
1757,52,女性,50代,京都府,八幡市,4,3,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許,介護事務資格（民間）","正職員, パート・バイト",機会があれば転職を検討したい（2024/12/04時点）,"児童指導員/指導員 (未経験),介護事務 (未経験),保育補助 (未経験),介護職/ヘルパー (1年未満),福祉用具専門相談員 (未経験),児童発達支援管理責任者 (未経験),放課後児童支援員/学童指導員 (未経験),保育士,看護助手",家政科(高等学校),就業中,,1981811
1758,46,女性,40代,京都府,長岡京市,1,0,False,,正職員,,"介護職/ヘルパー,生活相談員,サービス提供責任者,生活支援員,児童発達支援管理責任者",,就業中,,2304418
1759,22,男性,20代,京都府,京都市伏見区,1,1,False,自動車運転免許,パート・バイト,,"調剤事務,介護職/ヘルパー,歯科助手",,在学中,,2178668
1760,31,男性,30代,京都府,京都市左京区,3,1,False,介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）,正職員,,介護職/ヘルパー (2年未満),,就業中,,1140999
1761,48,女性,40代,京都府,京都市伏見区,5,4,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","正職員, パート・バイト",機会があれば転職を検討したい（2022/11/20時点）,"介護職/ヘルパー (5年未満),生活支援員,生活相談員 (2年未満)",,就業中,,635843
1762,55,女性,50代,奈良県,奈良市,2,4,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,医療事務資格（民間）,自動車運転免許","正職員, パート・バイト",,"介護職/ヘルパー (3年未満),介護事務 (未経験)",,就業中,,1076402
1763,50,女性,50代,滋賀県,草津市,7,2,False,"介護福祉士,自動車運転免許",正職員,1ヶ月以内（2025/06/23時点）,介護職/ヘルパー (10年以上),(1995年3月卒業),就業中,,1614696
1764,70,男性,70歳以上,滋賀県,大津市,10,2,False,"調理師,自動車運転免許","パート・バイト, 契約職員, 正職員",,"生活支援員,介護職/ヘルパー,調理師/調理スタッフ,介護タクシー/ドライバー (10年以上)",,就業中,,1071382
1765,49,女性,40代,大阪府,枚方市,2,1,False,介護福祉士,正職員,3ヶ月以内（2023/06/14時点）,"介護職/ヘルパー (10年以上),生活支援員",(その他),就業中,,1707534
1766,23,男性,20代,京都府,京都市右京区,1,0,False,,正職員,,介護職/ヘルパー (未経験),人文学部・歴史文化学科(大学)(2025年4月中退),離職中,,2786331
1767,27,女性,20代,京都府,南丹市,1,0,False,,正職員,,介護職/ヘルパー,,離職中,,2841715
1768,24,女性,20代,京都府,京都市西京区,4,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","正職員, 契約職員",今すぐに（2024/07/28時点）,"医療事務/受付 (未経験),生活支援員 (未経験),介護職/ヘルパー (1年未満),調剤事務,介護事務 (未経験)",,離職中,,1498260
1769,56,女性,50代,京都府,京都市左京区,2,1,False,介護職員初任者研修（旧ヘルパー2級）,"正職員, パート・バイト",,介護職/ヘルパー (10年以上),,就業中,,1885046
1770,71,男性,70歳以上,大阪府,豊中市,6,7,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,自動車運転免許,その他（全身性ガイドヘルパー）,その他（普通二種免許）,その他（英検 準1級）,その他（第1種情報処理技術者）,その他（気象予報士）","正職員, 契約職員, パート・バイト",1ヶ月以内（2022/07/20時点）,"介護職/ヘルパー (2年未満),介護タクシー/ドライバー (3年未満)",電気工学科コンピュータ工学(1977年3月卒業),就業中,,1148829
1771,26,女性,20代,兵庫県,加西市,3,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","パート・バイト, 契約職員, 正職員",,"介護職/ヘルパー (6年未満),生活支援員 (6年未満)",,離職中,,1016791
1772,53,男性,50代,京都府,京都市西京区,1,0,False,,正職員,,"介護職/ヘルパー,清掃/環境整備,ドライバー/配達員",,離職中,,2800055
1773,55,女性,50代,大阪府,枚方市,3,1,False,介護職員初任者研修（旧ヘルパー2級）,正職員,,介護職/ヘルパー (7年未満),,就業中,,2377994
1774,52,女性,50代,京都府,京都市伏見区,3,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）","パート・バイト, 契約職員",1ヶ月以内（2025/07/11時点）,介護職/ヘルパー (10年以上),,就業中,,2779677
1775,21,男性,20代,京都府,久世郡久御山町,1,0,False,,正職員,,介護職/ヘルパー,,就業中,,2488620
1776,61,男性,60代,京都府,八幡市,3,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,1ヶ月以内（2025/05/19時点）,"ドライバー/配達員 (10年以上),介護職/ヘルパー (未経験),生活支援員 (未経験),介護タクシー/ドライバー",,離職中,,2691394
1777,43,男性,40代,京都府,八幡市,3,1,False,介護職員初任者研修（旧ヘルパー2級）,"正職員, 契約職員, パート・バイト",,"介護職/ヘルパー,生活支援員",,離職中,,539979
