target_municipality,age_group,gender,has_national_license,residence_prefecture,count,avg_age,employment_rate,top_qualifications
京都府舞鶴市,20代,男性,False,京都府,12,24.166666666666668,0.3333333333333333,自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）;介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）
京都府舞鶴市,60代,女性,False,京都府,11,64.18181818181819,0.6363636363636364,介護福祉士;自動車運転免許;介護職員初任者研修（旧ヘルパー2級）
京都府舞鶴市,40代,男性,False,京都府,8,45.125,0.625,介護福祉士;自動車運転免許;介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）
京都府舞鶴市,30代,男性,False,京都府,5,33.4,0.4,介護福祉士;自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府舞鶴市,50代,男性,False,京都府,5,53.4,0.8,介護福祉士;介護支援専門員（ケアマネジャー）;社会福祉士
京都府舞鶴市,30代,女性,False,福井県,2,32.0,1.0,自動車運転免許;介護福祉士
京都府舞鶴市,40代,女性,False,大阪府,2,41.0,0.5,介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許
京都府舞鶴市,40代,男性,False,福井県,2,40.0,0.0,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）
京都府舞鶴市,60代,女性,False,福井県,2,63.5,1.0,介護職員初任者研修（旧ヘルパー2級）;その他（第一種衛生管理）
京都府舞鶴市,70歳以上,女性,False,京都府,2,75.0,0.5,
京都府舞鶴市,70歳以上,男性,False,京都府,2,72.5,0.0,介護支援専門員（ケアマネジャー）
京都府舞鶴市,20代,女性,False,兵庫県,1,28.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府舞鶴市,20代,女性,True,兵庫県,1,29.0,1.0,准看護師;自動車運転免許
京都府舞鶴市,20代,男性,False,兵庫県,1,22.0,1.0,自動車運転免許
京都府舞鶴市,30代,女性,False,大阪府,1,30.0,0.0,介護福祉士;自動車運転免許
京都府舞鶴市,40代,女性,False,福井県,1,44.0,0.0,自動車運転免許
京都府舞鶴市,40代,男性,False,大阪府,1,46.0,1.0,介護職員初任者研修（旧ヘルパー2級）
京都府舞鶴市,40代,男性,True,京都府,1,40.0,1.0,理学療法士
京都府舞鶴市,50代,女性,False,兵庫県,1,54.0,1.0,介護支援専門員（ケアマネジャー）;介護福祉士;社会福祉士
京都府舞鶴市,50代,女性,True,京都府,1,51.0,1.0,看護師
京都府舞鶴市,50代,男性,False,兵庫県,1,51.0,0.0,整体師;リフレクソロジスト 取得予定（1年以内）;自動車運転免許
京都府舞鶴市,60代,女性,True,愛知県,1,66.0,0.0,看護師;自動車運転免許
京都府舞鶴市,70歳以上,女性,False,福井県,1,76.0,0.0,
京都府船井郡京丹波町,40代,女性,False,京都府,5,46.2,0.8,介護福祉士;自動車運転免許;介護職員初任者研修（旧ヘルパー2級）
京都府船井郡京丹波町,60代,女性,False,京都府,4,64.75,0.75,介護職員初任者研修（旧ヘルパー2級）;介護福祉士;自動車運転免許
京都府船井郡京丹波町,30代,女性,False,京都府,3,33.0,1.0,介護福祉士;医療事務資格（民間）;自動車運転免許
京都府船井郡京丹波町,20代,女性,False,京都府,2,24.5,0.0,介護福祉士
京都府船井郡京丹波町,30代,男性,False,京都府,2,34.5,0.5,介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許;介護職員初任者研修（旧ヘルパー2級）
京都府船井郡京丹波町,50代,女性,False,京都府,2,54.5,0.5,介護福祉士;介護職員初任者研修（旧ヘルパー2級）
京都府船井郡京丹波町,50代,男性,False,京都府,2,53.5,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許
京都府船井郡京丹波町,70歳以上,男性,False,京都府,2,73.0,0.0,
京都府船井郡京丹波町,20代,男性,False,京都府,1,26.0,1.0,
京都府船井郡京丹波町,30代,女性,False,大阪府,1,35.0,0.0,介護職員初任者研修（旧ヘルパー2級）;鍼灸師
京都府船井郡京丹波町,40代,男性,False,京都府,1,42.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府船井郡京丹波町,60代,男性,False,京都府,1,64.0,1.0,
京都府長岡京市,50代,女性,False,京都府,93,54.46236559139785,0.7741935483870968,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府長岡京市,40代,女性,False,京都府,66,45.15151515151515,0.7575757575757576,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府長岡京市,60代,女性,False,京都府,57,63.29824561403509,0.631578947368421,介護職員初任者研修（旧ヘルパー2級）;介護福祉士;自動車運転免許
京都府長岡京市,30代,女性,False,京都府,34,34.470588235294116,0.6764705882352942,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府長岡京市,50代,男性,False,京都府,31,54.38709677419355,0.7419354838709677,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府長岡京市,40代,男性,False,京都府,29,44.93103448275862,0.5862068965517241,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府長岡京市,20代,女性,False,京都府,24,23.916666666666668,0.375,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府長岡京市,60代,男性,False,京都府,23,63.52173913043478,0.6086956521739131,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
京都府長岡京市,30代,男性,False,京都府,19,34.8421052631579,0.42105263157894735,自動車運転免許;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府長岡京市,20代,男性,False,京都府,12,26.083333333333332,0.4166666666666667,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府長岡京市,50代,男性,False,大阪府,8,55.5,0.375,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;社会福祉主事任用資格
京都府長岡京市,70歳以上,男性,False,京都府,8,73.5,0.5,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）
京都府長岡京市,70歳以上,女性,False,京都府,7,74.42857142857143,0.2857142857142857,介護職員初任者研修（旧ヘルパー2級）;薬剤師;自動車運転免許
京都府長岡京市,30代,男性,False,大阪府,6,33.166666666666664,0.3333333333333333,介護職員初任者研修（旧ヘルパー2級）;介護福祉士;自動車運転免許
京都府長岡京市,60代,女性,False,大阪府,5,61.2,0.4,介護福祉士;サービス管理責任者研修;自動車運転免許
京都府長岡京市,40代,男性,False,大阪府,4,45.0,0.5,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;社会福祉主事任用資格
京都府長岡京市,50代,女性,False,大阪府,4,53.0,0.75,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府長岡京市,20代,女性,True,京都府,3,28.0,0.3333333333333333,准看護師;介護職員初任者研修（旧ヘルパー2級）;看護師
京都府長岡京市,40代,女性,False,大阪府,3,46.0,0.3333333333333333,介護職員初任者研修（旧ヘルパー2級）;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府長岡京市,60代,女性,True,京都府,3,68.0,1.0,准看護師;自動車運転免許
京都府長岡京市,20代,女性,False,滋賀県,2,26.0,1.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府長岡京市,30代,女性,False,大阪府,2,34.0,0.5,自動車運転免許;介護福祉士
京都府長岡京市,30代,男性,True,京都府,2,34.5,1.0,看護師
京都府長岡京市,50代,女性,True,京都府,2,56.5,1.0,准看護師;看護師;介護職員初任者研修（旧ヘルパー2級）
京都府長岡京市,50代,男性,False,兵庫県,2,58.0,0.0,自動車運転免許
京都府長岡京市,70歳以上,女性,True,京都府,2,72.0,1.0,准看護師;自動車運転免許
京都府長岡京市,20代,女性,False,三重県,1,26.0,1.0,
京都府長岡京市,20代,女性,False,大阪府,1,26.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府長岡京市,20代,女性,False,奈良県,1,26.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府長岡京市,20代,男性,True,京都府,1,28.0,1.0,看護師;自動車運転免許
京都府長岡京市,30代,女性,False,滋賀県,1,30.0,0.0,介護福祉士;社会福祉主事任用資格;医療事務資格（民間）
京都府長岡京市,30代,女性,False,神奈川県,1,32.0,0.0,
京都府長岡京市,30代,女性,True,京都府,1,30.0,1.0,看護師;社会福祉主事任用資格;自動車運転免許
京都府長岡京市,30代,女性,True,大阪府,1,30.0,0.0,看護師;自動車運転免許
京都府長岡京市,30代,男性,True,兵庫県,1,35.0,0.0,看護師
京都府長岡京市,40代,女性,False,奈良県,1,47.0,1.0,介護福祉士;自動車運転免許
京都府長岡京市,40代,女性,False,滋賀県,1,47.0,0.0,保育士
京都府長岡京市,40代,女性,True,京都府,1,47.0,1.0,准看護師;介護福祉士;自動車運転免許
京都府長岡京市,40代,女性,True,奈良県,1,44.0,1.0,理学療法士;自動車運転免許
京都府長岡京市,40代,男性,False,兵庫県,1,41.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）;社会福祉主事任用資格
京都府長岡京市,40代,男性,False,滋賀県,1,45.0,1.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府長岡京市,40代,男性,False,石川県,1,48.0,0.0,
京都府長岡京市,50代,女性,False,愛媛県,1,59.0,0.0,保育士;自動車運転免許
京都府長岡京市,50代,女性,False,滋賀県,1,53.0,0.0,介護福祉士;自動車運転免許
京都府長岡京市,50代,男性,False,滋賀県,1,58.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府長岡京市,50代,男性,True,京都府,1,50.0,1.0,理学療法士
京都府長岡京市,60代,女性,False,兵庫県,1,66.0,1.0,介護支援専門員（ケアマネジャー）;介護福祉士;自動車運転免許
京都府長岡京市,60代,女性,False,奈良県,1,68.0,1.0,介護職員初任者研修（旧ヘルパー2級）;児童指導員任用資格;放課後児童支援員認定資格 取得予定（1年以内）
京都府長岡京市,60代,女性,False,滋賀県,1,64.0,1.0,介護支援専門員（ケアマネジャー）;介護福祉士;自動車運転免許
京都府長岡京市,60代,女性,False,鹿児島県,1,61.0,1.0,介護福祉士;自動車運転免許
京都府長岡京市,60代,女性,True,大阪府,1,67.0,0.0,看護師;介護支援専門員（ケアマネジャー）
京都府長岡京市,60代,男性,False,大阪府,1,62.0,1.0,介護支援専門員（ケアマネジャー）;社会福祉士;社会福祉主事任用資格
京都府長岡京市,70歳以上,女性,False,大阪府,1,73.0,0.0,
京都府長岡京市,70歳以上,女性,True,大阪府,1,70.0,1.0,看護師;自動車運転免許
京都府長岡京市,70歳以上,男性,False,大阪府,1,70.0,0.0,介護職員初任者研修（旧ヘルパー2級）
京都府長岡京市,70歳以上,男性,False,奈良県,1,78.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許;児童指導員任用資格
佐賀県,20代,男性,False,佐賀県,1,27.0,1.0,介護福祉士;自動車運転免許
佐賀県,40代,男性,False,群馬県,1,48.0,1.0,介護福祉士;社会福祉主事任用資格;自動車運転免許
佐賀県三養基郡基山町,30代,女性,False,福岡県,1,34.0,0.0,介護職員初任者研修（旧ヘルパー2級）
佐賀県佐賀市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
佐賀県唐津市,20代,男性,False,千葉県,1,26.0,0.0,介護福祉士
佐賀県唐津市,70歳以上,男性,False,福岡県,1,74.0,1.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
佐賀県多久市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
佐賀県嬉野市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
佐賀県小城市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
佐賀県武雄市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
佐賀県神埼市,20代,男性,False,佐賀県,1,29.0,0.0,自動車運転免許
佐賀県神埼郡吉野ヶ里町,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
佐賀県西松浦郡有田町,70歳以上,男性,False,福岡県,1,74.0,1.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
