id,age,gender,age_group,generation,residence_raw,residence_pref,residence_muni,residence_region,qualification_count
2328,60,F,55-59,Senior,15,,,,0
2329,40,F,35-39,Middle,16,,,,0
2330,43,F,40-44,Middle,17,,,,0
2331,43,F,40-44,Middle,18,,,,0
2332,41,F,40-44,Middle,19,,,,0
2333,56,F,55-59,Senior,20,,,,0
2334,22,F,20-24,Young,21,,,,0
2335,56,M,55-59,Senior,22,,,,0
2336,23,M,20-24,Young,23,,,,0
2337,44,F,40-44,Middle,24,,,,0
2338,42,F,40-44,Middle,25,,,,0
2339,65,F,60-64,Senior,26,,,,0
2340,64,F,60-64,Senior,27,,,,0
2341,40,F,35-39,Middle,28,,,,0
2342,37,F,35-39,Middle,29,,,,0
2343,63,F,60-64,Senior,30,,,,0
2344,51,F,50-54,Senior,1,,,,0
2345,52,F,50-54,Senior,2,,,,0
2346,48,F,45-49,Middle,3,,,,0
2347,31,F,30-34,Young,4,,,,0
2348,54,F,50-54,Senior,5,,,,0
2349,50,F,45-49,Middle,6,,,,0
2350,35,M,30-34,Young,7,,,,0
2351,64,F,60-64,Senior,8,,,,0
2352,67,M,65-69,Elderly,9,,,,0
2353,65,M,60-64,Senior,10,,,,0
2354,42,M,40-44,Middle,11,,,,0
2355,23,F,20-24,Young,12,,,,0
2356,26,F,25-29,Young,13,,,,0
2357,23,F,20-24,Young,14,,,,0
2358,63,F,60-64,Senior,15,,,,0
2359,53,M,50-54,Senior,16,,,,0
2360,34,M,30-34,Young,17,,,,0
2361,46,M,45-49,Middle,18,,,,0
2362,50,F,45-49,Middle,19,,,,0
2363,44,F,40-44,Middle,20,,,,0
2364,60,M,55-59,Senior,21,,,,0
2365,67,F,65-69,Elderly,22,,,,0
2366,21,M,20-24,Young,23,,,,0
2367,30,F,25-29,Young,24,,,,0
2368,41,F,40-44,Middle,25,,,,0
2369,45,M,40-44,Middle,26,,,,0
2370,44,F,40-44,Middle,27,,,,0
2371,28,M,25-29,Young,28,,,,0
2372,52,M,50-54,Senior,29,,,,0
2373,58,F,55-59,Senior,30,,,,0
2374,25,F,20-24,Young,1,,,,0
2375,64,M,60-64,Senior,2,,,,0
2376,58,F,55-59,Senior,3,,,,0
2377,45,F,40-44,Middle,4,,,,0
2378,25,F,20-24,Young,5,,,,0
2379,52,F,50-54,Senior,6,,,,0
2380,35,F,30-34,Young,7,,,,0
2381,76,M,70+,Elderly,8,,,,0
2382,45,F,40-44,Middle,9,,,,0
2383,22,F,20-24,Young,10,,,,0
2384,76,M,70+,Elderly,11,,,,0
2385,36,F,35-39,Middle,12,,,,0
2386,24,F,20-24,Young,13,,,,0
2387,28,F,25-29,Young,14,,,,0
2388,42,F,40-44,Middle,15,,,,0
2389,64,F,60-64,Senior,16,,,,0
2390,50,F,45-49,Middle,17,,,,0
2391,42,F,40-44,Middle,18,,,,0
2392,56,F,55-59,Senior,19,,,,0
2393,60,F,55-59,Senior,20,,,,0
2394,44,M,40-44,Middle,21,,,,0
2395,55,M,50-54,Senior,22,,,,0
2396,24,F,20-24,Young,23,,,,0
2397,58,F,55-59,Senior,24,,,,0
2398,43,F,40-44,Middle,25,,,,0
2399,57,M,55-59,Senior,26,,,,0
2400,42,F,40-44,Middle,27,,,,0
2401,52,F,50-54,Senior,28,,,,0
2402,33,F,30-34,Young,29,,,,0
2403,26,F,25-29,Young,30,,,,0
2404,36,M,35-39,Middle,1,,,,0
2405,52,F,50-54,Senior,2,,,,0
2406,47,F,45-49,Middle,3,,,,0
2407,34,M,30-34,Young,4,,,,0
2408,47,F,45-49,Middle,5,,,,0
2409,40,M,35-39,Middle,6,,,,0
2410,25,M,20-24,Young,7,,,,0
2411,55,M,50-54,Senior,8,,,,0
2412,36,F,35-39,Middle,9,,,,0
2413,55,F,50-54,Senior,10,,,,0
2414,49,M,45-49,Middle,11,,,,0
2415,51,M,50-54,Senior,12,,,,0
2416,52,F,50-54,Senior,13,,,,0
2417,41,M,40-44,Middle,14,,,,0
2418,39,F,35-39,Middle,15,,,,0
2419,74,F,70+,Elderly,16,,,,0
2420,31,F,30-34,Young,17,,,,0
2421,61,F,60-64,Senior,18,,,,0
2422,70,M,65-69,Elderly,19,,,,0
2423,55,F,50-54,Senior,20,,,,0
2424,75,F,70+,Elderly,21,,,,0
2425,44,M,40-44,Middle,22,,,,0
2426,31,F,30-34,Young,23,,,,0
2427,45,M,40-44,Middle,24,,,,0
2428,38,F,35-39,Middle,25,,,,0
2429,41,F,40-44,Middle,26,,,,0
2430,60,F,55-59,Senior,27,,,,0
2431,53,M,50-54,Senior,28,,,,0
2432,56,F,55-59,Senior,29,,,,0
2433,48,F,45-49,Middle,30,,,,0
2434,55,M,50-54,Senior,1,,,,0
2435,52,F,50-54,Senior,2,,,,0
2436,67,M,65-69,Elderly,3,,,,0
2437,25,M,20-24,Young,4,,,,0
2438,49,M,45-49,Middle,5,,,,0
2439,45,F,40-44,Middle,6,,,,0
2440,22,F,20-24,Young,7,,,,0
2441,19,F,Under 20,Young,8,,,,0
2442,63,F,60-64,Senior,9,,,,0
2443,53,F,50-54,Senior,10,,,,0
2444,21,M,20-24,Young,11,,,,0
2445,42,F,40-44,Middle,12,,,,0
2446,55,F,50-54,Senior,13,,,,0
2447,40,F,35-39,Middle,14,,,,0
2448,27,M,25-29,Young,15,,,,0
2449,64,M,60-64,Senior,16,,,,0
2450,54,F,50-54,Senior,17,,,,0
2451,65,F,60-64,Senior,18,,,,0
2452,55,F,50-54,Senior,19,,,,0
2453,49,M,45-49,Middle,20,,,,0
2454,55,M,50-54,Senior,21,,,,0
2455,56,F,55-59,Senior,22,,,,0
2456,42,M,40-44,Middle,23,,,,0
2457,19,F,Under 20,Young,24,,,,0
2458,59,F,55-59,Senior,25,,,,0
2459,45,M,40-44,Middle,26,,,,0
2460,37,F,35-39,Middle,27,,,,0
2461,47,F,45-49,Middle,28,,,,0
2462,56,F,55-59,Senior,29,,,,0
2463,34,F,30-34,Young,30,,,,0
2464,40,F,35-39,Middle,1,,,,0
2465,56,F,55-59,Senior,2,,,,0
2466,25,F,20-24,Young,3,,,,0
2467,59,M,55-59,Senior,4,,,,0
2468,54,M,50-54,Senior,5,,,,0
2469,39,F,35-39,Middle,6,,,,0
2470,58,F,55-59,Senior,7,,,,0
2471,33,M,30-34,Young,8,,,,0
2472,56,M,55-59,Senior,9,,,,0
2473,45,M,40-44,Middle,10,,,,0
2474,58,F,55-59,Senior,11,,,,0
2475,35,F,30-34,Young,12,,,,0
2476,42,M,40-44,Middle,13,,,,0
2477,26,M,25-29,Young,14,,,,0
2478,69,F,65-69,Elderly,15,,,,0
2479,42,M,40-44,Middle,16,,,,0
2480,41,F,40-44,Middle,17,,,,0
2481,51,F,50-54,Senior,18,,,,0
2482,53,F,50-54,Senior,19,,,,0
2483,51,F,50-54,Senior,20,,,,0
2484,27,F,25-29,Young,21,,,,0
2485,30,F,25-29,Young,22,,,,0
2486,58,M,55-59,Senior,23,,,,0
2487,38,M,35-39,Middle,24,,,,0
2488,58,F,55-59,Senior,25,,,,0
2489,26,F,25-29,Young,26,,,,0
2490,45,F,40-44,Middle,27,,,,0
2491,55,F,50-54,Senior,28,,,,0
2492,63,F,60-64,Senior,29,,,,0
2493,63,F,60-64,Senior,30,,,,0
2494,60,F,55-59,Senior,1,,,,0
2495,60,F,55-59,Senior,2,,,,0
2496,56,F,55-59,Senior,3,,,,0
2497,46,M,45-49,Middle,4,,,,0
2498,57,F,55-59,Senior,5,,,,0
2499,53,F,50-54,Senior,6,,,,0
2500,28,M,25-29,Young,7,,,,0
2501,48,F,45-49,Middle,8,,,,0
2502,42,F,40-44,Middle,9,,,,0
2503,55,F,50-54,Senior,10,,,,0
2504,44,F,40-44,Middle,11,,,,0
2505,40,F,35-39,Middle,12,,,,0
2506,58,M,55-59,Senior,13,,,,0
2507,72,F,70+,Elderly,14,,,,0
2508,65,M,60-64,Senior,15,,,,0
2509,53,F,50-54,Senior,16,,,,0
2510,45,M,40-44,Middle,17,,,,0
2511,62,F,60-64,Senior,18,,,,0
2512,39,F,35-39,Middle,19,,,,0
2513,48,F,45-49,Middle,20,,,,0
2514,54,F,50-54,Senior,21,,,,0
2515,46,F,45-49,Middle,22,,,,0
2516,41,M,40-44,Middle,23,,,,0
2517,58,F,55-59,Senior,24,,,,0
2518,47,F,45-49,Middle,25,,,,0
2519,49,F,45-49,Middle,26,,,,0
2520,50,F,45-49,Middle,27,,,,0
2521,63,F,60-64,Senior,28,,,,0
2522,63,F,60-64,Senior,29,,,,0
2523,48,F,45-49,Middle,30,,,,0
2524,51,F,50-54,Senior,1,,,,0
2525,77,F,70+,Elderly,2,,,,0
2526,24,F,20-24,Young,3,,,,0
2527,47,F,45-49,Middle,4,,,,0
2528,43,F,40-44,Middle,5,,,,0
2529,51,F,50-54,Senior,6,,,,0
2530,54,F,50-54,Senior,7,,,,0
2531,54,F,50-54,Senior,8,,,,0
2532,63,F,60-64,Senior,9,,,,0
2533,67,F,65-69,Elderly,10,,,,0
2534,34,F,30-34,Young,11,,,,0
2535,67,M,65-69,Elderly,12,,,,0
2536,37,F,35-39,Middle,13,,,,0
2537,21,F,20-24,Young,14,,,,0
2538,64,F,60-64,Senior,15,,,,0
2539,35,M,30-34,Young,16,,,,0
2540,58,F,55-59,Senior,17,,,,0
2541,76,F,70+,Elderly,18,,,,0
2542,49,M,45-49,Middle,19,,,,0
2543,66,F,65-69,Elderly,20,,,,0
2544,32,M,30-34,Young,21,,,,0
2545,57,F,55-59,Senior,22,,,,0
2546,38,F,35-39,Middle,23,,,,0
2547,44,F,40-44,Middle,24,,,,0
2548,46,F,45-49,Middle,25,,,,0
2549,28,M,25-29,Young,26,,,,0
2550,70,F,65-69,Elderly,27,,,,0
2551,49,F,45-49,Middle,28,,,,0
2552,69,M,65-69,Elderly,29,,,,0
2553,61,M,60-64,Senior,30,,,,0
2554,47,M,45-49,Middle,1,,,,0
2555,33,F,30-34,Young,2,,,,0
2556,57,F,55-59,Senior,3,,,,0
2557,23,F,20-24,Young,4,,,,0
2558,58,F,55-59,Senior,5,,,,0
2559,34,M,30-34,Young,6,,,,0
2560,44,F,40-44,Middle,7,,,,0
2561,42,F,40-44,Middle,8,,,,0
2562,59,F,55-59,Senior,9,,,,0
2563,61,F,60-64,Senior,10,,,,0
2564,72,M,70+,Elderly,11,,,,0
2565,33,F,30-34,Young,12,,,,0
2566,68,M,65-69,Elderly,13,,,,0
2567,44,F,40-44,Middle,14,,,,0
2568,26,M,25-29,Young,15,,,,0
2569,71,M,70+,Elderly,16,,,,0
2570,26,M,25-29,Young,17,,,,0
2571,78,M,70+,Elderly,18,,,,0
2572,58,F,55-59,Senior,19,,,,0
2573,31,M,30-34,Young,20,,,,0
2574,77,F,70+,Elderly,21,,,,0
2575,52,F,50-54,Senior,22,,,,0
2576,33,F,30-34,Young,23,,,,0
2577,46,M,45-49,Middle,24,,,,0
2578,58,F,55-59,Senior,25,,,,0
2579,54,F,50-54,Senior,26,,,,0
2580,28,M,25-29,Young,27,,,,0
2581,29,F,25-29,Young,28,,,,0
2582,30,M,25-29,Young,29,,,,0
2583,38,M,35-39,Middle,30,,,,0
2584,63,F,60-64,Senior,1,,,,0
2585,57,M,55-59,Senior,2,,,,0
2586,63,F,60-64,Senior,3,,,,0
2587,28,M,25-29,Young,4,,,,0
2588,59,F,55-59,Senior,5,,,,0
2589,29,F,25-29,Young,6,,,,0
2590,57,F,55-59,Senior,7,,,,0
2591,64,F,60-64,Senior,8,,,,0
2592,38,F,35-39,Middle,9,,,,0
2593,70,F,65-69,Elderly,10,,,,0
2594,42,F,40-44,Middle,11,,,,0
2595,56,F,55-59,Senior,12,,,,0
2596,19,F,Under 20,Young,13,,,,0
2597,46,F,45-49,Middle,14,,,,0
2598,23,F,20-24,Young,15,,,,0
2599,65,F,60-64,Senior,16,,,,0
2600,46,M,45-49,Middle,17,,,,0
2601,51,M,50-54,Senior,18,,,,0
2602,55,F,50-54,Senior,19,,,,0
2603,61,F,60-64,Senior,20,,,,0
2604,25,M,20-24,Young,21,,,,0
2605,57,F,55-59,Senior,22,,,,0
2606,44,F,40-44,Middle,23,,,,0
2607,20,F,Under 20,Young,24,,,,0
2608,41,F,40-44,Middle,25,,,,0
2609,52,F,50-54,Senior,26,,,,0
2610,60,F,55-59,Senior,27,,,,0
2611,49,F,45-49,Middle,28,,,,0
2612,58,M,55-59,Senior,29,,,,0
2613,54,F,50-54,Senior,30,,,,0
2614,26,F,25-29,Young,1,,,,0
2615,58,F,55-59,Senior,2,,,,0
2616,62,F,60-64,Senior,3,,,,0
2617,58,F,55-59,Senior,4,,,,0
2618,45,F,40-44,Middle,5,,,,0
2619,52,M,50-54,Senior,6,,,,0
2620,43,M,40-44,Middle,7,,,,0
2621,38,F,35-39,Middle,8,,,,0
2622,35,M,30-34,Young,9,,,,0
2623,75,F,70+,Elderly,10,,,,0
2624,52,F,50-54,Senior,11,,,,0
2625,52,F,50-54,Senior,12,,,,0
2626,21,F,20-24,Young,13,,,,0
2627,44,M,40-44,Middle,14,,,,0
2628,54,F,50-54,Senior,15,,,,0
2629,27,F,25-29,Young,16,,,,0
2630,67,F,65-69,Elderly,17,,,,0
2631,55,M,50-54,Senior,18,,,,0
2632,75,M,70+,Elderly,19,,,,0
2633,69,F,65-69,Elderly,20,,,,0
2634,31,M,30-34,Young,21,,,,0
2635,57,F,55-59,Senior,22,,,,0
2636,42,F,40-44,Middle,23,,,,0
2637,72,M,70+,Elderly,24,,,,0
2638,40,F,35-39,Middle,25,,,,0
2639,22,M,20-24,Young,26,,,,0
2640,41,F,40-44,Middle,27,,,,0
2641,70,F,65-69,Elderly,28,,,,0
2642,41,F,40-44,Middle,29,,,,0
2643,26,F,25-29,Young,30,,,,0
2644,29,F,25-29,Young,1,,,,0
2645,27,M,25-29,Young,2,,,,0
2646,58,F,55-59,Senior,3,,,,0
2647,51,F,50-54,Senior,4,,,,0
2648,58,M,55-59,Senior,5,,,,0
2649,24,M,20-24,Young,6,,,,0
2650,31,F,30-34,Young,7,,,,0
2651,69,M,65-69,Elderly,8,,,,0
2652,48,F,45-49,Middle,9,,,,0
2653,23,F,20-24,Young,10,,,,0
2654,47,F,45-49,Middle,11,,,,0
2655,69,M,65-69,Elderly,12,,,,0
2656,17,F,Under 20,Young,13,,,,0
2657,67,F,65-69,Elderly,14,,,,0
2658,37,F,35-39,Middle,15,,,,0
2659,59,F,55-59,Senior,16,,,,0
2660,58,F,55-59,Senior,17,,,,0
2661,26,F,25-29,Young,18,,,,0
2662,57,F,55-59,Senior,19,,,,0
2663,58,F,55-59,Senior,20,,,,0
2664,43,F,40-44,Middle,21,,,,0
2665,40,F,35-39,Middle,22,,,,0
2666,37,M,35-39,Middle,23,,,,0
2667,27,F,25-29,Young,24,,,,0
2668,44,F,40-44,Middle,25,,,,0
2669,63,M,60-64,Senior,26,,,,0
2670,47,M,45-49,Middle,27,,,,0
2671,41,F,40-44,Middle,28,,,,0
2672,52,F,50-54,Senior,29,,,,0
2673,59,M,55-59,Senior,30,,,,0
2674,55,F,50-54,Senior,1,,,,0
2675,21,F,20-24,Young,2,,,,0
2676,46,F,45-49,Middle,3,,,,0
2677,31,M,30-34,Young,4,,,,0
2678,52,F,50-54,Senior,5,,,,0
2679,75,M,70+,Elderly,6,,,,0
2680,26,F,25-29,Young,7,,,,0
2681,46,M,45-49,Middle,8,,,,0
2682,23,M,20-24,Young,9,,,,0
2683,24,F,20-24,Young,10,,,,0
2684,52,F,50-54,Senior,11,,,,0
2685,47,M,45-49,Middle,12,,,,0
2686,71,M,70+,Elderly,13,,,,0
2687,20,F,Under 20,Young,14,,,,0
2688,49,M,45-49,Middle,15,,,,0
2689,33,M,30-34,Young,16,,,,0
2690,51,F,50-54,Senior,17,,,,0
2691,53,F,50-54,Senior,18,,,,0
2692,72,M,70+,Elderly,19,,,,0
2693,24,F,20-24,Young,20,,,,0
2694,27,M,25-29,Young,21,,,,0
2695,65,M,60-64,Senior,22,,,,0
2696,42,M,40-44,Middle,23,,,,0
2697,23,M,20-24,Young,24,,,,0
2698,41,M,40-44,Middle,25,,,,0
2699,25,M,20-24,Young,26,,,,0
2700,66,F,65-69,Elderly,27,,,,0
2701,27,F,25-29,Young,28,,,,0
2702,33,F,30-34,Young,29,,,,0
2703,47,F,45-49,Middle,30,,,,0
2704,30,F,25-29,Young,1,,,,0
2705,72,F,70+,Elderly,2,,,,0
2706,47,F,45-49,Middle,3,,,,0
2707,61,F,60-64,Senior,4,,,,0
2708,43,M,40-44,Middle,5,,,,0
2709,29,M,25-29,Young,6,,,,0
2710,49,M,45-49,Middle,7,,,,0
2711,23,M,20-24,Young,8,,,,0
2712,60,F,55-59,Senior,9,,,,0
2713,22,F,20-24,Young,10,,,,0
2714,36,M,35-39,Middle,11,,,,0
2715,34,M,30-34,Young,12,,,,0
2716,61,F,60-64,Senior,13,,,,0
2717,64,F,60-64,Senior,14,,,,0
2718,66,F,65-69,Elderly,15,,,,0
2719,35,M,30-34,Young,16,,,,0
2720,49,F,45-49,Middle,17,,,,0
2721,45,F,40-44,Middle,18,,,,0
2722,53,M,50-54,Senior,19,,,,0
2723,69,F,65-69,Elderly,20,,,,0
2724,68,F,65-69,Elderly,21,,,,0
2725,56,M,55-59,Senior,22,,,,0
2726,67,F,65-69,Elderly,23,,,,0
2727,58,F,55-59,Senior,24,,,,0
2728,23,M,20-24,Young,25,,,,0
2729,54,F,50-54,Senior,26,,,,0
2730,59,F,55-59,Senior,27,,,,0
2731,64,F,60-64,Senior,28,,,,0
2732,77,F,70+,Elderly,29,,,,0
2733,29,F,25-29,Young,30,,,,0
2734,54,F,50-54,Senior,1,,,,0
2735,51,M,50-54,Senior,2,,,,0
2736,68,M,65-69,Elderly,3,,,,0
2737,56,M,55-59,Senior,4,,,,0
2738,60,M,55-59,Senior,5,,,,0
2739,64,F,60-64,Senior,6,,,,0
2740,29,F,25-29,Young,7,,,,0
2741,53,F,50-54,Senior,8,,,,0
2742,18,F,Under 20,Young,9,,,,0
2743,36,F,35-39,Middle,10,,,,0
2744,66,M,65-69,Elderly,11,,,,0
2745,17,M,Under 20,Young,12,,,,0
2746,21,M,20-24,Young,13,,,,0
2747,52,F,50-54,Senior,14,,,,0
2748,34,F,30-34,Young,15,,,,0
2749,25,F,20-24,Young,16,,,,0
2750,37,F,35-39,Middle,17,,,,0
2751,27,F,25-29,Young,18,,,,0
2752,67,F,65-69,Elderly,19,,,,0
2753,35,F,30-34,Young,20,,,,0
2754,35,F,30-34,Young,21,,,,0
2755,42,F,40-44,Middle,22,,,,0
2756,17,F,Under 20,Young,23,,,,0
2757,21,F,20-24,Young,24,,,,0
2758,51,F,50-54,Senior,25,,,,0
2759,47,F,45-49,Middle,26,,,,0
2760,42,F,40-44,Middle,27,,,,0
2761,27,F,25-29,Young,28,,,,0
2762,43,F,40-44,Middle,29,,,,0
2763,60,F,55-59,Senior,30,,,,0
2764,35,F,30-34,Young,1,,,,0
2765,22,F,20-24,Young,2,,,,0
2766,36,F,35-39,Middle,3,,,,0
2767,53,F,50-54,Senior,4,,,,0
2768,23,F,20-24,Young,5,,,,0
2769,54,M,50-54,Senior,6,,,,0
2770,39,M,35-39,Middle,7,,,,0
2771,25,F,20-24,Young,8,,,,0
2772,48,F,45-49,Middle,9,,,,0
2773,35,M,30-34,Young,10,,,,0
2774,36,F,35-39,Middle,11,,,,0
2775,53,F,50-54,Senior,12,,,,0
2776,53,F,50-54,Senior,13,,,,0
2777,35,F,30-34,Young,14,,,,0
2778,26,F,25-29,Young,15,,,,0
2779,58,F,55-59,Senior,16,,,,0
2780,40,M,35-39,Middle,17,,,,0
2781,35,F,30-34,Young,18,,,,0
2782,48,F,45-49,Middle,19,,,,0
2783,51,M,50-54,Senior,20,,,,0
2784,61,F,60-64,Senior,21,,,,0
2785,40,M,35-39,Middle,22,,,,0
2786,49,F,45-49,Middle,23,,,,0
2787,80,M,70+,Elderly,24,,,,0
2788,56,F,55-59,Senior,25,,,,0
2789,51,F,50-54,Senior,26,,,,0
2790,59,F,55-59,Senior,27,,,,0
2791,67,F,65-69,Elderly,28,,,,0
2792,57,F,55-59,Senior,29,,,,0
2793,21,F,20-24,Young,30,,,,0
2794,55,F,50-54,Senior,1,,,,0
2795,58,M,55-59,Senior,2,,,,0
2796,74,F,70+,Elderly,3,,,,0
2797,59,F,55-59,Senior,4,,,,0
2798,27,M,25-29,Young,5,,,,0
2799,73,M,70+,Elderly,6,,,,0
2800,80,M,70+,Elderly,7,,,,0
2801,21,M,20-24,Young,8,,,,0
2802,18,F,Under 20,Young,9,,,,0
2803,52,F,50-54,Senior,10,,,,0
2804,41,F,40-44,Middle,11,,,,0
2805,59,F,55-59,Senior,12,,,,0
2806,66,M,65-69,Elderly,13,,,,0
2807,53,F,50-54,Senior,14,,,,0
2808,50,M,45-49,Middle,15,,,,0
2809,51,F,50-54,Senior,16,,,,0
2810,59,M,55-59,Senior,17,,,,0
2811,72,F,70+,Elderly,18,,,,0
2812,52,M,50-54,Senior,19,,,,0
2813,21,M,20-24,Young,20,,,,0
2814,37,F,35-39,Middle,21,,,,0
2815,20,M,Under 20,Young,22,,,,0
2816,80,M,70+,Elderly,23,,,,0
2817,19,F,Under 20,Young,24,,,,0
2818,36,F,35-39,Middle,25,,,,0
2819,43,M,40-44,Middle,26,,,,0
2820,64,M,60-64,Senior,27,,,,0
2821,50,F,45-49,Middle,28,,,,0
2822,55,F,50-54,Senior,29,,,,0
2823,25,M,20-24,Young,30,,,,0
2824,54,F,50-54,Senior,1,,,,0
2825,26,F,25-29,Young,2,,,,0
2826,26,M,25-29,Young,3,,,,0
2827,82,M,70+,Elderly,4,,,,0
2828,23,F,20-24,Young,5,,,,0
2829,27,F,25-29,Young,6,,,,0
2830,65,M,60-64,Senior,7,,,,0
2831,64,F,60-64,Senior,8,,,,0
2832,34,F,30-34,Young,9,,,,0
2833,32,M,30-34,Young,10,,,,0
2834,22,F,20-24,Young,11,,,,0
2835,30,F,25-29,Young,12,,,,0
2836,54,F,50-54,Senior,13,,,,0
2837,62,M,60-64,Senior,14,,,,0
2838,74,F,70+,Elderly,15,,,,0
2839,50,F,45-49,Middle,16,,,,0
2840,59,F,55-59,Senior,17,,,,0
2841,52,M,50-54,Senior,18,,,,0
2842,26,F,25-29,Young,19,,,,0
2843,58,F,55-59,Senior,20,,,,0
2844,51,F,50-54,Senior,21,,,,0
2845,55,F,50-54,Senior,22,,,,0
2846,23,M,20-24,Young,23,,,,0
2847,29,M,25-29,Young,24,,,,0
2848,37,F,35-39,Middle,25,,,,0
2849,47,M,45-49,Middle,26,,,,0
2850,58,M,55-59,Senior,27,,,,0
2851,47,F,45-49,Middle,28,,,,0
2852,67,F,65-69,Elderly,29,,,,0
2853,38,F,35-39,Middle,30,,,,0
2854,54,F,50-54,Senior,1,,,,0
2855,63,F,60-64,Senior,2,,,,0
2856,25,F,20-24,Young,3,,,,0
2857,52,M,50-54,Senior,4,,,,0
2858,67,M,65-69,Elderly,5,,,,0
2859,67,F,65-69,Elderly,6,,,,0
2860,64,M,60-64,Senior,7,,,,0
2861,43,M,40-44,Middle,8,,,,0
2862,51,M,50-54,Senior,9,,,,0
2863,43,F,40-44,Middle,10,,,,0
2864,52,F,50-54,Senior,11,,,,0
2865,50,F,45-49,Middle,12,,,,0
2866,68,F,65-69,Elderly,13,,,,0
2867,49,F,45-49,Middle,14,,,,0
2868,45,F,40-44,Middle,15,,,,0
2869,43,M,40-44,Middle,16,,,,0
2870,30,F,25-29,Young,17,,,,0
2871,56,F,55-59,Senior,18,,,,0
2872,46,F,45-49,Middle,19,,,,0
2873,71,M,70+,Elderly,20,,,,0
2874,63,F,60-64,Senior,21,,,,0
2875,43,F,40-44,Middle,22,,,,0
2876,20,F,Under 20,Young,23,,,,0
2877,36,F,35-39,Middle,24,,,,0
2878,65,M,60-64,Senior,25,,,,0
2879,49,F,45-49,Middle,26,,,,0
2880,74,M,70+,Elderly,27,,,,0
2881,48,F,45-49,Middle,28,,,,0
2882,60,F,55-59,Senior,29,,,,0
2883,56,F,55-59,Senior,30,,,,0
2884,32,F,30-34,Young,1,,,,0
2885,57,F,55-59,Senior,2,,,,0
2886,48,M,45-49,Middle,3,,,,0
2887,49,M,45-49,Middle,4,,,,0
2888,72,M,70+,Elderly,5,,,,0
2889,35,F,30-34,Young,6,,,,0
2890,52,F,50-54,Senior,7,,,,0
2891,66,F,65-69,Elderly,8,,,,0
2892,47,F,45-49,Middle,9,,,,0
2893,56,M,55-59,Senior,10,,,,0
2894,77,M,70+,Elderly,11,,,,0
2895,34,F,30-34,Young,12,,,,0
2896,72,F,70+,Elderly,13,,,,0
2897,54,F,50-54,Senior,14,,,,0
2898,49,F,45-49,Middle,15,,,,0
2899,45,F,40-44,Middle,16,,,,0
2900,26,F,25-29,Young,17,,,,0
2901,57,F,55-59,Senior,18,,,,0
2902,56,M,55-59,Senior,19,,,,0
2903,46,F,45-49,Middle,20,,,,0
2904,31,F,30-34,Young,21,,,,0
2905,62,F,60-64,Senior,22,,,,0
2906,55,M,50-54,Senior,23,,,,0
2907,29,F,25-29,Young,24,,,,0
2908,52,F,50-54,Senior,25,,,,0
2909,42,F,40-44,Middle,26,,,,0
2910,48,F,45-49,Middle,27,,,,0
2911,53,F,50-54,Senior,28,,,,0
2912,62,F,60-64,Senior,29,,,,0
2913,47,F,45-49,Middle,30,,,,0
2914,55,F,50-54,Senior,1,,,,0
2915,38,F,35-39,Middle,2,,,,0
2916,37,F,35-39,Middle,3,,,,0
2917,35,M,30-34,Young,4,,,,0
2918,67,F,65-69,Elderly,5,,,,0
2919,77,M,70+,Elderly,6,,,,0
2920,47,M,45-49,Middle,7,,,,0
2921,77,F,70+,Elderly,8,,,,0
2922,29,F,25-29,Young,9,,,,0
2923,24,M,20-24,Young,10,,,,0
2924,47,M,45-49,Middle,11,,,,0
2925,72,M,70+,Elderly,12,,,,0
2926,44,M,40-44,Middle,13,,,,0
2927,20,F,Under 20,Young,14,,,,0
2928,78,M,70+,Elderly,15,,,,0
2929,69,F,65-69,Elderly,16,,,,0
2930,53,M,50-54,Senior,17,,,,0
2931,79,F,70+,Elderly,18,,,,0
2932,31,F,30-34,Young,19,,,,0
2933,54,F,50-54,Senior,20,,,,0
2934,74,M,70+,Elderly,21,,,,0
2935,64,F,60-64,Senior,22,,,,0
2936,74,M,70+,Elderly,23,,,,0
2937,49,F,45-49,Middle,24,,,,0
2938,49,F,45-49,Middle,25,,,,0
2939,37,F,35-39,Middle,26,,,,0
2940,71,M,70+,Elderly,27,,,,0
2941,47,F,45-49,Middle,28,,,,0
2942,55,F,50-54,Senior,29,,,,0
2943,27,M,25-29,Young,30,,,,0
2944,56,M,55-59,Senior,1,,,,0
2945,50,F,45-49,Middle,2,,,,0
2946,61,F,60-64,Senior,3,,,,0
2947,19,M,Under 20,Young,4,,,,0
2948,57,F,55-59,Senior,5,,,,0
2949,49,F,45-49,Middle,6,,,,0
2950,22,F,20-24,Young,7,,,,0
2951,75,F,70+,Elderly,8,,,,0
2952,51,F,50-54,Senior,9,,,,0
2953,46,F,45-49,Middle,10,,,,0
2954,52,F,50-54,Senior,11,,,,0
2955,53,F,50-54,Senior,12,,,,0
2956,30,M,25-29,Young,13,,,,0
2957,23,F,20-24,Young,14,,,,0
2958,38,M,35-39,Middle,15,,,,0
2959,66,F,65-69,Elderly,16,,,,0
2960,56,M,55-59,Senior,17,,,,0
2961,56,M,55-59,Senior,18,,,,0
2962,56,F,55-59,Senior,19,,,,0
2963,26,M,25-29,Young,20,,,,0
2964,62,F,60-64,Senior,21,,,,0
2965,52,M,50-54,Senior,22,,,,0
2966,67,F,65-69,Elderly,23,,,,0
